processo_25,id
15040,0001780-78.2019.8.16.0004
15041,0032232-49.2021.8.16.0021
15042,0106170-04.2025.8.16.0000
15043,0118273-43.2025.8.16.0000
15044,0004311-52.2024.8.16.0105
15045,0002158-58.2024.8.16.0101
15046,4004670-56.2025.8.16.4321
15047,0000377-42.2025.8.16.0173
15048,0005448-90.2024.8.16.0098
15049,0002371-34.2021.8.16.0048
15050,0002720-19.2024.8.16.0117
15051,0003611-13.2024.8.16.0126
15052,0118627-68.2025.8.16.0000
15053,0003233-33.2024.8.16.0037
15054,0001981-35.2025.8.16.0174
15055,0013378-63.2024.8.16.0130
15056,0002373-65.2024.8.16.0123
15057,0030292-73.2025.8.16.0000
15058,0032519-07.2024.8.16.0021
15059,0000653-86.2024.8.16.0180
15060,0004859-76.2022.8.16.0031
15061,0028982-63.2024.8.16.0001
15062,0000473-34.2023.8.16.0074
15063,0014325-85.2025.8.16.0000
15064,0001456-80.2025.8.16.0165
15065,0002058-75.2017.8.16.0028
15066,0008759-12.2023.8.16.0038
15067,0025677-57.2019.8.16.0030
15068,0093830-28.2025.8.16.0000
15069,0004880-80.2021.8.16.0033
15070,0100664-47.2025.8.16.0000
15071,0023999-31.2024.8.16.0030
15072,0100579-61.2025.8.16.0000
15073,0015753-95.2018.8.16.0017
15074,0098995-56.2025.8.16.0000
15075,0000805-92.2022.8.16.0152
15076,0078786-66.2025.8.16.0000
15077,0090342-65.2025.8.16.0000
15078,0002838-36.2025.8.16.0092
15079,0000009-49.2009.8.16.0155
15080,0013886-66.2025.8.16.0035
15081,0015958-34.2025.8.16.0000
15082,0044318-34.2025.8.16.0014
15083,0016237-03.2024.8.16.0017
15084,0002198-75.2022.8.16.0112
15085,0000348-34.2022.8.16.0096
15086,4001077-24.2025.8.16.0019
15087,0102608-84.2025.8.16.0000
15088,0012350-45.2023.8.16.0017
15089,4001670-17.2025.8.16.0031
15090,0003715-85.2018.8.16.0038
15091,0001917-23.2023.8.16.0165
15092,4004828-14.2025.8.16.4321
15093,0001970-92.2023.8.16.0168
15094,4000721-29.2025.8.16.0019
15095,0001449-52.2025.8.16.0080
15096,0100016-67.2025.8.16.0000
15097,0009647-63.2021.8.16.0001
15098,0099635-59.2025.8.16.0000
15099,0020454-55.2025.8.16.0017
15100,0032588-12.2024.8.16.0030
15101,0001444-14.2025.8.16.0053
15102,0052733-19.2024.8.16.0021
15103,0098167-60.2025.8.16.0000
15104,0002040-80.2021.8.16.0071
15105,0030750-58.2023.8.16.0001
15106,0004072-64.2025.8.16.0153
15107,0001144-60.2024.8.16.0094
15108,0002976-93.2025.8.16.0159
15109,0030398-32.2025.8.16.0001
15110,4000160-04.2025.8.16.0084
15111,0001493-71.2025.8.16.0080
15112,4004923-44.2025.8.16.4321
15113,0015196-61.2023.8.16.0170
15114,0001770-56.2025.8.16.0155
15115,0109428-22.2025.8.16.0000
15116,0029637-72.2024.8.16.0021
15117,0048096-25.2024.8.16.0021
15118,0002926-98.2023.8.16.0139
15119,0010042-41.2021.8.16.0038
15120,0000929-58.2023.8.16.0017
15121,0026647-57.2023.8.16.0017
15122,0014562-53.2024.8.16.0001
15123,0101281-07.2025.8.16.0000
15124,0002303-67.2023.8.16.0128
15125,0001303-90.2024.8.16.0162
15126,0000862-80.2025.8.16.0128
15127,0003032-70.2025.8.16.0210
15128,0002136-42.2024.8.16.0087
15129,0002397-66.2024.8.16.0035
15130,0011851-49.2022.8.16.0194
15131,0008603-62.2025.8.16.0035
15132,0008432-16.2025.8.16.0194
15133,0001790-22.2023.8.16.0089
15134,0006959-27.2024.8.16.0130
15135,0008926-79.2025.8.16.0031
15136,0002512-63.2022.8.16.0001
15137,0076653-51.2025.8.16.0000
15138,0000967-82.2024.8.16.0131
15139,0056085-14.2025.8.16.0000
15140,0001187-32.2025.8.16.0168
15141,0031561-50.2025.8.16.0000
15142,0066369-81.2025.8.16.0000
15143,0015117-10.2023.8.16.0194
15144,0021933-39.2022.8.16.0001
15145,0034551-14.2025.8.16.0000
15146,0002241-42.2024.8.16.0047
15147,4000065-70.2025.8.16.0052
15148,0003245-29.2025.8.16.0064
15149,0013891-03.2025.8.16.0031
15150,0088348-02.2025.8.16.0000
15151,0005952-93.2024.8.16.0196
15152,0007767-20.2025.8.16.0058
15153,0108067-67.2025.8.16.0000
15154,0010874-27.2025.8.16.0170
15155,0004836-19.2025.8.16.0034
15156,0008809-55.2023.8.16.0194
15157,0004690-18.2024.8.16.0129
15158,0000824-58.2025.8.16.0196
15159,0002591-50.2025.8.16.0126
15160,0001063-37.2025.8.16.0172
15161,0012227-93.2025.8.16.0173
15162,0000959-29.2024.8.16.0124
15163,0024473-58.2025.8.16.0000
15164,0003095-28.2025.8.16.0103
15165,0001888-68.2022.8.16.0080
15166,0000454-28.2025.8.16.0019
15167,0006566-14.2016.8.16.0056
15168,0001896-41.2025.8.16.0112
15169,0001880-78.2025.8.16.0018
15170,0002795-71.2024.8.16.0048
15171,0026768-07.2025.8.16.0182
15172,0014446-15.2024.8.16.0044
15173,0000598-13.2022.8.16.0114
15174,0004092-30.2024.8.16.0108
15175,0001682-24.2025.8.16.0153
15176,0001743-02.2024.8.16.0093
15177,0028916-88.2025.8.16.0182
15178,0002865-82.2024.8.16.0050
15179,0010056-38.2024.8.16.0129
15180,0015148-76.2024.8.16.0038
15181,0006169-74.2025.8.16.9000
15182,0005708-06.2024.8.16.0184
15183,0002123-86.2025.8.16.0029
15184,0005053-33.2025.8.16.9000
15185,0001097-32.2024.8.16.0209
15186,0003469-25.2022.8.16.0014
15187,0001851-65.2024.8.16.0211
15188,0014005-35.2024.8.16.0173
15189,0016109-36.2025.8.16.0182
15190,0003762-54.2024.8.16.0101
15191,0002057-25.2025.8.16.0153
15192,0000854-11.2024.8.16.0073
15193,0011974-64.2025.8.16.0025
15194,0002832-38.2024.8.16.0068
15195,0016606-57.2025.8.16.0018
15196,0006295-27.2025.8.16.9000
15197,0076434-93.2025.8.16.0014
15198,0004302-71.2024.8.16.0079
15199,0017461-36.2025.8.16.0018
15200,0015605-30.2025.8.16.0182
15201,0000155-92.2025.8.16.0167
15202,0011181-26.2025.8.16.0058
15203,0115982-70.2025.8.16.0000
15204,0082059-53.2025.8.16.0000
15205,0113269-25.2025.8.16.0000
15206,0068121-88.2025.8.16.0000
15207,0012673-50.2023.8.16.0017
15208,0011472-11.2023.8.16.0021
15209,0109221-23.2025.8.16.0000
15210,0115267-28.2025.8.16.0000
15211,0124537-76.2025.8.16.0000
15212,0121337-61.2025.8.16.0000
15213,0108598-56.2025.8.16.0000
15214,0105787-26.2025.8.16.0000
15215,0126429-20.2025.8.16.0000
15216,0091974-29.2025.8.16.0000
15217,0106873-32.2025.8.16.0000
15218,0079747-96.2024.8.16.0014
15219,0108584-72.2025.8.16.0000
15220,0006630-82.2025.8.16.0064
15221,0125505-09.2025.8.16.0000
15222,0104137-41.2025.8.16.0000
15223,0005866-02.2022.8.16.0194
15224,0098242-02.2025.8.16.0000
15225,0103117-15.2025.8.16.0000
15226,0001216-17.2021.8.16.0041
15227,0000561-90.2024.8.16.0186
15228,0038263-09.2025.8.16.0001
15229,0026381-50.2025.8.16.0001
15230,0058542-11.2024.8.16.0014
15231,0028136-12.2025.8.16.0001
15232,0084920-12.2025.8.16.0000
15233,0087857-92.2025.8.16.0000
15234,0003522-74.2024.8.16.0001
15235,0000770-65.2017.8.16.0134
15236,0014332-65.2021.8.16.0017
15237,0010994-30.2024.8.16.0033
15238,4001469-76.2025.8.16.0014
15239,4000053-68.2025.8.16.0145
15240,4001755-03.2025.8.16.0031
15241,0006096-93.2024.8.16.0058
15242,0001743-11.2025.8.16.0014
15243,0005992-75.2024.8.16.0196
15244,0001022-27.2025.8.16.0154
15245,0010204-13.2024.8.16.0044
15246,0045892-37.2025.8.16.0000
15247,0012012-54.2025.8.16.0000
15248,0000395-31.2023.8.16.0174
15249,0007427-56.2025.8.16.0000
15250,0131475-24.2024.8.16.0000
15251,0096065-65.2025.8.16.0000
15252,0094764-83.2025.8.16.0000
15253,0095967-80.2025.8.16.0000
15254,0000072-92.2025.8.16.0194
15255,0007717-69.2019.8.16.0004
15256,0107347-03.2025.8.16.0000
15257,0003601-84.2023.8.16.0196
15258,0012209-73.2022.8.16.0045
15259,0002406-13.2024.8.16.0137
15260,4001040-88.2025.8.16.0021
15261,0113902-36.2025.8.16.0000
15262,0013486-92.2024.8.16.0130
15263,0012157-76.2025.8.16.0173
15264,0006121-49.2025.8.16.0098
15265,0015788-33.2023.8.16.0194
15266,0013383-15.2025.8.16.0045
15267,0008834-58.2025.8.16.0013
15268,0003670-53.2022.8.16.0196
15269,0037513-78.2024.8.16.0021
15270,0117869-89.2025.8.16.0000
15271,0027707-70.2020.8.16.0017
15272,0002780-78.2021.8.16.0090
15273,0070306-57.2025.8.16.0014
15274,0012112-72.2025.8.16.0173
15275,0092642-97.2025.8.16.0000
15276,0097671-31.2025.8.16.0000
15277,0095050-61.2025.8.16.0000
15278,0083118-76.2025.8.16.0000
15279,0000178-61.2025.8.16.0127
15280,0103053-05.2025.8.16.0000
15281,0000911-04.2024.8.16.0146
15282,0123882-07.2025.8.16.0000
15283,0123550-40.2025.8.16.0000
15284,0003155-66.2025.8.16.0049
15285,0000179-89.2010.8.16.0121
15286,0125499-02.2025.8.16.0000
15287,0002582-75.2024.8.16.0174
15288,0120446-40.2025.8.16.0000
15289,0105148-08.2025.8.16.0000
15290,0011161-13.2025.8.16.0130
15291,0092012-41.2025.8.16.0000
15292,0019355-08.2025.8.16.0031
15293,0110830-41.2025.8.16.0000
15294,0124758-59.2025.8.16.0000
15295,0010075-45.2018.8.16.0035
15296,0075942-46.2025.8.16.0000
15297,0102356-81.2025.8.16.0000
15298,0124731-76.2025.8.16.0000
15299,0096691-84.2025.8.16.0000
15300,0103837-79.2025.8.16.0000
15301,0106887-16.2025.8.16.0000
15302,0102959-57.2025.8.16.0000
15303,0014168-95.2024.8.16.0017
15304,0030423-59.2023.8.16.0019
15305,0007087-80.2021.8.16.0056
15306,0104068-09.2025.8.16.0000
15307,0089482-64.2025.8.16.0000
15308,0088858-15.2025.8.16.0000
15309,0000611-64.2023.8.16.0150
15310,0007771-93.2023.8.16.0004
15311,0100045-20.2025.8.16.0000
15312,4003239-84.2025.8.16.4321
15313,0008018-78.2025.8.16.0174
15314,0073818-90.2025.8.16.0000
15315,4002998-13.2025.8.16.4321
15316,0118201-56.2025.8.16.0000
15317,0006341-51.2025.8.16.0129
15318,0113870-31.2025.8.16.0000
15319,0117282-67.2025.8.16.0000
15320,0118697-85.2025.8.16.0000
15321,0006944-85.2024.8.16.0024
15322,0124433-84.2025.8.16.0000
15323,0000279-85.2025.8.16.0196
15324,0078379-18.2025.8.16.0014
15325,0022515-10.2020.8.16.0001
15326,0015263-23.2025.8.16.0019
15327,4001232-42.2025.8.16.0014
15328,0062255-90.2011.8.16.0000
15329,0098673-36.2025.8.16.0000
15330,0140021-34.2025.8.16.0000
15331,0124510-93.2025.8.16.0000
15332,0129860-62.2025.8.16.0000
15333,0021597-33.2025.8.16.0000
15334,0072945-90.2025.8.16.0000
15335,0086751-95.2025.8.16.0000
15336,0006352-35.2024.8.16.0123
15337,0130052-92.2025.8.16.0000
15338,0139195-08.2025.8.16.0000
15339,0093098-47.2025.8.16.0000
15340,0142312-07.2025.8.16.0000
15341,0142126-81.2025.8.16.0000
15342,0007599-83.2020.8.16.0190
15343,0145206-53.2025.8.16.0000
15344,0098335-62.2025.8.16.0000
15345,0085336-77.2025.8.16.0000
15346,0010192-02.2009.8.16.0116
15347,0115293-26.2025.8.16.0000
15348,0002014-10.2025.8.16.0179
15349,0082599-04.2025.8.16.0000
15350,0004428-82.2025.8.16.0210
15351,0005533-83.2024.8.16.0031
15352,0088152-32.2025.8.16.0000
15353,0002705-60.2024.8.16.0049
15354,0143766-22.2025.8.16.0000
15355,0143935-09.2025.8.16.0000
15356,0135940-42.2025.8.16.0000
15357,0121647-67.2025.8.16.0000
15358,0002403-68.2025.8.16.0187
15359,0144311-92.2025.8.16.0000
15360,0001779-25.2007.8.16.0001
15361,0124222-48.2025.8.16.0000
15362,0002516-13.2023.8.16.0148
15363,0144043-38.2025.8.16.0000
15364,0133911-19.2025.8.16.0000
15365,0000630-77.2022.8.16.0062
15366,0143143-55.2025.8.16.0000
15367,0014588-03.2025.8.16.0038
15368,0123913-27.2025.8.16.0000
15369,0116605-37.2025.8.16.0000
15370,0134709-77.2025.8.16.0000
15371,0138811-45.2025.8.16.0000
15372,0144616-76.2025.8.16.0000
15373,0136615-05.2025.8.16.0000
15374,0004139-78.2025.8.16.0072
15375,0058361-18.2025.8.16.0000
15376,0131126-84.2025.8.16.0000
15377,0144364-73.2025.8.16.0000
15378,0135486-62.2025.8.16.0000
15379,0091367-16.2025.8.16.0000
15380,0090543-91.2024.8.16.0000
15381,4003433-84.2025.8.16.4321
15382,4000082-93.2025.8.16.0024
15383,4001185-25.2025.8.16.0190
15384,4000182-49.2025.8.16.0056
15385,0107330-64.2025.8.16.0000
15386,0090442-20.2025.8.16.0000
15387,0027234-25.2022.8.16.0014
15388,0095931-38.2025.8.16.0000
15389,0037110-38.2025.8.16.0001
15390,0000719-68.2024.8.16.0050
15391,0089542-37.2025.8.16.0000
15392,0088547-24.2025.8.16.0000
15393,0106817-96.2025.8.16.0000
15394,0105060-67.2025.8.16.0000
15395,0087529-65.2025.8.16.0000
15396,0107625-04.2025.8.16.0000
15397,0121533-65.2024.8.16.0000
15398,0081751-17.2025.8.16.0000
15399,0081919-19.2025.8.16.0000
15400,0021298-19.2023.8.16.0035
15401,0010515-03.2025.8.16.0033
15402,0027644-69.2025.8.16.0017
15403,0018256-96.2025.8.16.0000
15404,0001691-28.2024.8.16.0021
15405,0081468-91.2025.8.16.0000
15406,0117465-38.2025.8.16.0000
15407,0003094-32.2025.8.16.0139
15408,0008388-02.2025.8.16.0160
15409,0005996-53.2025.8.16.0075
15410,0097527-57.2025.8.16.0000
15411,0008918-03.2019.8.16.0035
15412,0004596-81.2015.8.16.0001
15413,0033688-55.2025.8.16.0001
15414,0001129-12.2020.8.16.0004
15415,0009820-83.2024.8.16.0130
15416,0002259-31.2017.8.16.0040
15417,0004063-52.2025.8.16.0105
15418,0002208-37.2024.8.16.0149
15419,0000580-93.2019.8.16.0179
15420,0128900-09.2025.8.16.0000
15421,0114658-45.2025.8.16.0000
15422,0141155-96.2025.8.16.0000
15423,0138844-35.2025.8.16.0000
15424,0008213-49.2024.8.16.0190
15425,0003568-79.2025.8.16.0049
15426,0003567-94.2025.8.16.0049
15427,0099529-97.2025.8.16.0000
15428,0142456-78.2025.8.16.0000
15429,0143413-79.2025.8.16.0000
15430,0094868-75.2025.8.16.0000
15431,0005656-15.2014.8.16.0037
15432,0144417-54.2025.8.16.0000
15433,0025351-31.2018.8.16.0031
15434,0094221-80.2025.8.16.0000
15435,0014352-97.2024.8.16.0131
15436,0003448-74.2025.8.16.0004
15437,0142461-03.2025.8.16.0000
15438,0001678-55.2014.8.16.0158
15439,0004913-84.2022.8.16.0017
15440,0113774-16.2025.8.16.0000
15441,0001439-11.2007.8.16.0089
15442,0139182-09.2025.8.16.0000
15443,0144006-11.2025.8.16.0000
15444,0138830-51.2025.8.16.0000
15445,0093235-29.2025.8.16.0000
15446,0114340-62.2025.8.16.0000
15447,0144943-21.2025.8.16.0000
15448,0087409-22.2025.8.16.0000
15449,0099066-58.2025.8.16.0000
15450,0000407-74.2022.8.16.0014
15451,0111146-54.2025.8.16.0000
15452,0112040-30.2025.8.16.0000
15453,0036147-88.2025.8.16.0014
15454,0126498-52.2025.8.16.0000
15455,0144963-12.2025.8.16.0000
15456,0006462-71.2017.8.16.0190
15457,0000680-35.2025.8.16.0083
15458,0101301-95.2025.8.16.0000
15459,0143960-22.2025.8.16.0000
15460,4003980-27.2025.8.16.4321
15461,0143236-18.2025.8.16.0000
15462,0096177-34.2025.8.16.0000
15463,0104293-29.2025.8.16.0000
15464,0029836-23.2025.8.16.0001
15465,0127642-61.2025.8.16.0000
15466,0013578-26.2025.8.16.0004
15467,0099366-20.2025.8.16.0000
15468,0145498-38.2025.8.16.0000
15469,0139657-62.2025.8.16.0000
15470,0055736-11.2025.8.16.0000
15471,0141462-50.2025.8.16.0000
15472,0087890-82.2025.8.16.0000
15473,0143767-07.2025.8.16.0000
15474,0049919-63.2025.8.16.0000
15475,0100499-97.2025.8.16.0000
15476,0145164-04.2025.8.16.0000
15477,0095996-33.2025.8.16.0000
15478,0004895-69.2019.8.16.0146
15479,0001971-70.2024.8.16.0159
15480,0114051-32.2025.8.16.0000
15481,0028675-75.2025.8.16.0001
15482,0002471-86.2025.8.16.0035
15483,0001345-51.2021.8.16.0193
15484,0017970-25.2025.8.16.0031
15485,0000980-68.2025.8.16.0124
15486,0006170-08.2025.8.16.0190
15487,0098034-18.2025.8.16.0000
15488,0006929-12.2025.8.16.0112
15489,0101369-45.2025.8.16.0000
15490,0033502-32.2025.8.16.0001
15491,0098418-78.2025.8.16.0000
15492,0005892-27.2023.8.16.0109
15493,0002116-22.2023.8.16.0108
15494,0006405-52.2023.8.16.0090
15495,0122227-97.2025.8.16.0000
15496,0001447-34.2025.8.16.0096
15497,0010636-31.2025.8.16.0130
15498,0073954-87.2025.8.16.0000
15499,0103561-48.2025.8.16.0000
15500,0021704-26.2025.8.16.0017
15501,0102901-54.2025.8.16.0000
15502,0014558-65.2020.8.16.0030
15503,0042060-36.2025.8.16.0019
15504,0002874-30.2025.8.16.0108
15505,0012623-67.2025.8.16.0174
15506,0144720-68.2025.8.16.0000
15507,0094696-36.2025.8.16.0000
15508,0143276-97.2025.8.16.0000
15509,0143121-94.2025.8.16.0000
15510,0124618-25.2025.8.16.0000
15511,0072657-45.2025.8.16.0000
15512,0002339-04.2025.8.16.0108
15513,0143043-03.2025.8.16.0000
15514,0012227-71.2005.8.16.0116
15515,0049039-71.2025.8.16.0000
15516,0109629-14.2025.8.16.0000
15517,0141920-67.2025.8.16.0000
15518,0142056-64.2025.8.16.0000
15519,0142811-88.2025.8.16.0000
15520,0009270-77.2017.8.16.0116
15521,0125871-48.2025.8.16.0000
15522,0144450-44.2025.8.16.0000
15523,0144940-66.2025.8.16.0000
15524,0142412-59.2025.8.16.0000
15525,0007539-15.2025.8.16.0165
15526,0002666-58.2025.8.16.0007
15527,0103435-95.2025.8.16.0000
15528,0107463-09.2025.8.16.0000
15529,0110232-87.2025.8.16.0000
15530,0145176-18.2025.8.16.0000
15531,0018136-21.2023.8.16.0001
15532,0038081-23.2025.8.16.0001
15533,0025341-62.2023.8.16.0014
15534,0095774-65.2025.8.16.0000
15535,0105696-33.2025.8.16.0000
15536,0094038-12.2025.8.16.0000
15537,0105986-48.2025.8.16.0000
15538,0116897-22.2025.8.16.0000
15539,0016367-78.2023.8.16.0194
15540,0006815-28.2025.8.16.0030
15541,0105102-19.2025.8.16.0000
15542,0015175-73.2024.8.16.0001
15543,0000481-80.2024.8.16.0072
15544,0103046-13.2025.8.16.0000
15545,0004828-87.2025.8.16.0019
15546,0072923-87.2025.8.16.0014
15547,0005597-58.2024.8.16.0075
15548,0001466-35.2025.8.16.0033
15549,0036459-06.2025.8.16.0001
15550,0018694-56.2024.8.16.0001
15551,0000741-92.2024.8.16.0126
15552,0010413-07.2022.8.16.0026
15553,0081709-65.2025.8.16.0000
15554,0108927-68.2025.8.16.0000
15555,0000515-78.2025.8.16.0053
15556,0108004-42.2025.8.16.0000
15557,0108752-74.2025.8.16.0000
15558,0007150-96.2020.8.16.0038
15559,0118099-34.2025.8.16.0000
15560,0106999-82.2025.8.16.0000
15561,0003738-98.2025.8.16.0001
15562,0009979-23.2024.8.16.0131
15563,0116250-27.2025.8.16.0000
15564,0021223-14.2025.8.16.0001
15565,0108082-36.2025.8.16.0000
15566,0051551-19.2024.8.16.0014
15567,0010313-37.2024.8.16.0170
15568,0094228-72.2025.8.16.0000
15569,0009288-60.2024.8.16.0017
15570,0057852-45.2025.8.16.0014
15571,0082727-24.2025.8.16.0000
15572,0014286-50.2025.8.16.0045
15573,0008339-43.2023.8.16.0026
15574,0096368-79.2025.8.16.0000
15575,0037507-97.2025.8.16.0001
15576,0002102-32.2025.8.16.0055
15577,0008904-20.2024.8.16.0075
15578,0070037-18.2025.8.16.0014
15579,0001707-91.2025.8.16.0135
15580,0009179-94.2024.8.16.0001
15581,0002293-40.2025.8.16.0132
15582,0001180-85.2025.8.16.0153
15583,0001308-13.2024.8.16.0001
15584,0105073-66.2025.8.16.0000
15585,0103926-05.2025.8.16.0000
15586,0011066-45.2025.8.16.0174
15587,0003889-14.2025.8.16.0050
15588,0069037-25.2025.8.16.0000
15589,0030648-65.2025.8.16.0001
15590,0100888-82.2025.8.16.0000
15591,0070887-17.2025.8.16.0000
15592,0106429-96.2025.8.16.0000
15593,0074949-03.2025.8.16.0000
15594,0000590-33.2024.8.16.0157
15595,0105296-19.2025.8.16.0000
15596,0109290-55.2025.8.16.0000
15597,0105782-04.2025.8.16.0000
15598,0112255-06.2025.8.16.0000
15599,0105710-17.2025.8.16.0000
15600,0001558-33.2024.8.16.0070
15601,0105549-07.2025.8.16.0000
15602,0002030-45.2024.8.16.0131
15603,0112229-08.2025.8.16.0000
15604,0111044-32.2025.8.16.0000
15605,0106710-52.2025.8.16.0000
15606,0105162-89.2025.8.16.0000
15607,0138674-63.2025.8.16.0000
15608,0143905-71.2025.8.16.0000
15609,0137685-57.2025.8.16.0000
15610,0011211-58.2022.8.16.0190
15611,0136324-05.2025.8.16.0000
15612,0010323-94.2019.8.16.0190
15613,0142924-42.2025.8.16.0000
15614,0032171-15.2025.8.16.0001
15615,0104582-59.2025.8.16.0000
15616,0005408-14.2016.8.16.0123
15617,0009649-69.2025.8.16.0170
15618,0001667-85.2025.8.16.0046
15619,0001428-24.2025.8.16.0162
15620,0008837-40.2025.8.16.0004
15621,0001352-30.2025.8.16.0152
15622,0009650-54.2025.8.16.0170
15623,0116080-55.2025.8.16.0000
15624,0001405-96.2025.8.16.0059
15625,0009948-69.2025.8.16.0033
15626,0126136-50.2025.8.16.0000
15627,0144700-77.2025.8.16.0000
15628,0144907-76.2025.8.16.0000
15629,0000252-48.2021.8.16.0033
15630,0136531-04.2025.8.16.0000
15631,0142972-98.2025.8.16.0000
15632,0001105-23.2024.8.16.0075
15633,0048221-58.2025.8.16.0182
15634,0020883-12.2025.8.16.0182
15635,0003887-47.2025.8.16.0146
15636,0048349-78.2025.8.16.0182
15637,0003055-36.2025.8.16.0074
15638,0001574-40.2025.8.16.0138
15639,0001528-72.2023.8.16.0186
15640,0035363-90.2025.8.16.0021
15641,0005120-81.2025.8.16.0210
15642,0002154-65.2025.8.16.0075
15643,0007787-03.2025.8.16.0190
15644,0007691-98.2025.8.16.0024
15645,0002277-44.2025.8.16.0049
15646,0044158-09.2025.8.16.0014
15647,0009834-30.2025.8.16.0131
15648,0003416-27.2025.8.16.0115
15649,0036850-68.2025.8.16.0030
15650,0009972-64.2025.8.16.0044
15651,0005531-24.2009.8.16.0069
15652,0045301-12.2025.8.16.0021
15653,0035834-45.2024.8.16.0182
15654,0017084-84.2025.8.16.0044
15655,0048219-88.2025.8.16.0182
15656,0003408-14.2025.8.16.0030
15657,0053175-48.2025.8.16.0021
15658,0007360-57.2025.8.16.9000
15659,0004368-76.2024.8.16.0200
15660,0020801-78.2025.8.16.0182
15661,0001524-10.2016.8.16.0112
15662,0003972-60.2024.8.16.0116
15663,0007399-54.2025.8.16.9000
15664,0024791-67.2024.8.16.0035
15665,0007433-29.2025.8.16.9000
15666,0020935-86.2009.8.16.0014
15667,0004290-12.2025.8.16.0115
15668,0001260-10.2025.8.16.0069
15669,0016354-54.2025.8.16.0018
15670,0001719-63.2025.8.16.0052
15671,0000947-81.2025.8.16.0026
15672,0018691-19.2019.8.16.0182
15673,0024578-76.2024.8.16.0030
15674,0006143-20.2025.8.16.0030
15675,0002376-78.2024.8.16.0039
15676,0003499-63.2025.8.16.9000
15677,0001777-48.2025.8.16.0155
15678,0017145-42.2025.8.16.0044
15679,0002364-27.2025.8.16.0137
15680,0010812-13.2025.8.16.0129
15681,0036849-83.2025.8.16.0030
15682,0036663-60.2025.8.16.0030
15683,0053190-38.2025.8.16.0014
15684,0033070-23.2025.8.16.0030
15685,0047164-47.2017.8.16.0000
15686,0028538-88.2024.8.16.0014
15687,0012486-25.2024.8.16.0173
15688,0003859-20.2025.8.16.0101
15689,0001861-38.2015.8.16.0175
15690,0026804-58.2022.8.16.0019
15691,0005261-17.2025.8.16.9000
15692,0006850-44.2025.8.16.9000
15693,0006990-78.2025.8.16.9000
15694,0006979-49.2025.8.16.9000
15695,0000397-64.2010.8.16.0171
15696,0033062-46.2025.8.16.0030
15697,0003970-89.2023.8.16.0160
15698,0002065-82.2015.8.16.0175
15699,0015473-77.2025.8.16.0018
15700,0011134-73.2024.8.16.0030
15701,0004171-05.2025.8.16.0195
15702,0002523-87.2024.8.16.0174
15703,0000517-22.2015.8.16.0175
15704,0002289-11.2024.8.16.0076
15705,0009688-83.2025.8.16.0035
15706,0007033-81.2024.8.16.0033
15707,0014904-89.2024.8.16.0025
15708,0081320-38.2025.8.16.0014
15709,0036687-88.2025.8.16.0030
15710,0007239-75.2025.8.16.0190
15711,0003099-92.2015.8.16.0175
15712,0005428-68.2024.8.16.9000
15713,0006298-79.2025.8.16.9000
15714,0002827-79.2024.8.16.0047
15715,0005350-16.2024.8.16.0160
15716,0024670-05.2025.8.16.0035
15717,0009696-14.2025.8.16.0018
15718,0004809-84.2024.8.16.0191
15719,0003837-94.2023.8.16.0209
15720,0047470-42.2023.8.16.0182
15721,0077573-17.2024.8.16.0014
15722,0005997-45.2023.8.16.0160
15723,0001509-49.2025.8.16.0072
15724,0009578-87.2025.8.16.0034
15725,0008446-23.2023.8.16.0112
15726,0000999-93.2025.8.16.0053
15727,0001024-81.2024.8.16.0105
15728,0007459-27.2025.8.16.9000
15729,0002500-56.2015.8.16.0175
15730,0007442-88.2025.8.16.9000
15731,0002913-32.2024.8.16.0053
15732,0012881-70.2024.8.16.0026
15733,0020991-82.2024.8.16.0018
15734,0002098-72.2015.8.16.0175
15735,0037337-08.2024.8.16.0019
15736,0000264-91.2023.8.16.0130
15737,0008335-91.2024.8.16.0148
15738,0005828-44.2025.8.16.0045
15739,0001164-12.2025.8.16.0128
15740,0001667-57.2009.8.16.0075
15741,0047496-06.2024.8.16.0182
15742,0005479-45.2025.8.16.9000
15743,0007052-21.2025.8.16.9000
15744,0006758-66.2025.8.16.9000
15745,0001626-28.2025.8.16.9000
15746,0007398-69.2025.8.16.9000
15747,0020236-17.2025.8.16.0182
15748,0002619-09.2024.8.16.0108
15749,0011776-50.2022.8.16.0019
15750,0000382-56.2022.8.16.0145
15751,0034529-60.2025.8.16.0030
15752,0007118-66.2024.8.16.0098
15753,0006584-57.2025.8.16.9000
15754,0007078-19.2025.8.16.9000
15755,0001573-47.2025.8.16.9000
15756,0006593-19.2025.8.16.9000
15757,0101639-69.2025.8.16.0000
15758,0070852-15.2025.8.16.0014
15759,0103991-97.2025.8.16.0000
15760,0008201-90.2025.8.16.0031
15761,0008698-97.2025.8.16.0001
15762,0105053-75.2025.8.16.0000
15763,0001174-26.2025.8.16.0138
15764,0099015-47.2025.8.16.0000
15765,0095697-56.2025.8.16.0000
15766,0062708-94.2025.8.16.0000
15767,0110537-71.2025.8.16.0000
15768,0034281-84.2025.8.16.0001
15769,0002118-32.2025.8.16.0169
15770,0004868-41.2025.8.16.0190
15771,0077309-08.2025.8.16.0000
15772,0099856-42.2025.8.16.0000
15773,0028620-37.2025.8.16.0030
15774,0024012-35.2025.8.16.0017
15775,0107636-33.2025.8.16.0000
