processo_25,id
3824,0021227-12.2025.8.16.0014
3825,0103308-60.2025.8.16.0000
3826,0102729-15.2025.8.16.0000
3827,0007336-42.2024.8.16.0083
3828,0025526-18.2024.8.16.0030
3829,4000078-49.2025.8.16.0091
3830,4004902-68.2025.8.16.4321
3831,0090939-34.2025.8.16.0000
3832,0068009-77.2025.8.16.0014
3833,0070334-67.2025.8.16.0000
3834,0006023-88.2025.8.16.0090
3835,0000081-53.2025.8.16.0162
3836,0014217-22.2025.8.16.0173
3837,0101251-69.2025.8.16.0000
3838,0088395-73.2025.8.16.0000
3839,0101192-81.2025.8.16.0000
3840,0029955-86.2022.8.16.0001
3841,0025390-07.2017.8.16.0017
3842,0033594-13.2025.8.16.0000
3843,0107765-38.2025.8.16.0000
3844,0106560-71.2025.8.16.0000
3845,0102826-15.2025.8.16.0000
3846,0095516-55.2025.8.16.0000
3847,0026149-58.2023.8.16.0017
3848,0123041-12.2025.8.16.0000
3849,0102210-40.2025.8.16.0000
3850,0112652-65.2025.8.16.0000
3851,0007645-38.2023.8.16.0038
3852,0007998-24.2025.8.16.0001
3853,0102890-25.2025.8.16.0000
3854,0058515-28.2024.8.16.0014
3855,0018155-59.2025.8.16.0194
3856,0103137-06.2025.8.16.0000
3857,0101239-55.2025.8.16.0000
3858,0003713-88.2025.8.16.0194
3859,0002041-86.2020.8.16.0043
3860,0000401-57.2020.8.16.0040
3861,0003360-87.2025.8.16.0084
3862,0131915-83.2025.8.16.0000
3863,0128716-53.2025.8.16.0000
3864,0005988-38.2024.8.16.0196
3865,0020652-92.2025.8.16.0017
3866,0051884-76.2025.8.16.0000
3867,0000905-62.2023.8.16.0071
3868,0005736-47.2025.8.16.0116
3869,0003473-43.2016.8.16.0153
3870,0081442-93.2025.8.16.0000
3871,0132419-89.2025.8.16.0000
3872,0003365-73.2024.8.16.0075
3873,0104952-38.2025.8.16.0000
3874,0134038-54.2025.8.16.0000
3875,0100549-26.2025.8.16.0000
3876,0032124-41.2025.8.16.0001
3877,0058839-81.2025.8.16.0014
3878,0091373-23.2025.8.16.0000
3879,0001265-07.2017.8.16.0071
3880,0093146-06.2025.8.16.0000
3881,0103180-40.2025.8.16.0000
3882,0080843-57.2025.8.16.0000
3883,0001214-83.2023.8.16.0071
3884,0113648-63.2025.8.16.0000
3885,0013900-20.2025.8.16.0045
3886,0112155-51.2025.8.16.0000
3887,0001535-84.2025.8.16.0092
3888,0114045-25.2025.8.16.0000
3889,0121798-33.2025.8.16.0000
3890,0001235-42.2025.8.16.0054
3891,0065214-43.2025.8.16.0000
3892,0111216-71.2025.8.16.0000
3893,0008978-43.2023.8.16.0129
3894,0122867-03.2025.8.16.0000
3895,0115429-23.2025.8.16.0000
3896,0004733-36.2025.8.16.0123
3897,0088829-62.2025.8.16.0000
3898,0118740-22.2025.8.16.0000
3899,0063748-69.2025.8.16.0014
3900,0008279-51.2023.8.16.0194
3901,0000598-90.2024.8.16.0098
3902,0142639-49.2025.8.16.0000
3903,0041612-57.2025.8.16.0021
3904,0014643-68.2025.8.16.0194
3905,0103858-55.2025.8.16.0000
3906,0101305-35.2025.8.16.0000
3907,0002815-21.2025.8.16.0115
3908,0112307-02.2025.8.16.0000
3909,0048676-84.2025.8.16.0000
3910,0006719-40.2024.8.16.0000
3911,0001971-55.2017.8.16.0017
3912,0119664-33.2025.8.16.0000
3913,0088457-16.2025.8.16.0000
3914,4004893-09.2025.8.16.4321
3915,0001337-93.2022.8.16.0143
3916,0063624-86.2025.8.16.0014
3917,0106198-69.2025.8.16.0000
3918,0016626-67.2025.8.16.0044
3919,0005207-48.2025.8.16.0077
3920,0118953-28.2025.8.16.0000
3921,0119296-24.2025.8.16.0000
3922,0002662-37.2021.8.16.0047
3923,0083278-04.2025.8.16.0000
3924,0006535-62.2025.8.16.0190
3925,0126565-17.2025.8.16.0000
3926,0065917-97.2023.8.16.0014
3927,0082529-84.2025.8.16.0000
3928,0077853-93.2025.8.16.0000
3929,0010319-57.2025.8.16.0025
3930,0026236-43.2025.8.16.0017
3931,0091121-20.2025.8.16.0000
3932,0104440-55.2025.8.16.0000
3933,0065654-39.2025.8.16.0000
3934,0093883-09.2025.8.16.0000
3935,0095783-27.2025.8.16.0000
3936,0002631-08.2025.8.16.0134
3937,0004767-91.2021.8.16.0077
3938,0015324-96.2025.8.16.0013
3939,0009235-96.2024.8.16.0173
3940,4001487-46.2025.8.16.0031
3941,0085515-11.2025.8.16.0000
3942,0114719-03.2025.8.16.0000
3943,0136553-62.2025.8.16.0000
3944,0009552-95.2025.8.16.0129
3945,0000474-08.2024.8.16.0131
3946,0076893-40.2025.8.16.0000
3947,0020724-64.2024.8.16.0001
3948,0023009-10.2023.8.16.0019
3949,0010778-77.2025.8.16.0019
3950,0073002-03.2024.8.16.0014
3951,0057606-91.2025.8.16.0000
3952,0071529-87.2025.8.16.0000
3953,0136672-23.2025.8.16.0000
3954,0001070-90.2025.8.16.0087
3955,0104837-17.2025.8.16.0000
3956,0000706-93.2025.8.16.0160
3957,0004572-24.2023.8.16.0017
3958,0027822-37.2023.8.16.0001
3959,4000155-45.2025.8.16.0160
3960,0012308-37.2025.8.16.0013
3961,0004794-29.2025.8.16.0079
3962,0012216-51.2011.8.16.0045
3963,0038977-66.2025.8.16.0001
3964,0109799-83.2025.8.16.0000
3965,4001333-79.2025.8.16.0014
3966,0127459-90.2025.8.16.0000
3967,0007703-22.2024.8.16.0033
3968,0001128-80.2025.8.16.0059
3969,0037814-46.2024.8.16.0014
3970,0102896-32.2025.8.16.0000
3971,0014714-06.2023.8.16.0044
3972,0018012-70.2025.8.16.0194
3973,0101580-81.2025.8.16.0000
3974,0069663-44.2025.8.16.0000
3975,0001632-32.2025.8.16.0174
3976,0054990-72.2023.8.16.0014
3977,0012551-20.2025.8.16.0000
3978,0003160-18.2024.8.16.0019
3979,0005014-70.2017.8.16.0123
3980,0001140-34.2023.8.16.0134
3981,0029186-76.2025.8.16.0000
3982,0002044-57.2020.8.16.0070
3983,0002016-08.2019.8.16.0173
3984,0083879-10.2025.8.16.0000
3985,0008430-28.2021.8.16.0019
3986,0022495-87.2018.8.16.0001
3987,0008802-20.2025.8.16.0024
3988,0074276-02.2024.8.16.0014
3989,0032056-37.2025.8.16.0019
3990,0021135-13.2025.8.16.0021
3991,0003604-55.2024.8.16.0050
3992,0039579-08.2022.8.16.0019
3993,0091500-58.2025.8.16.0000
3994,0011615-46.2023.8.16.0038
3995,0104116-65.2025.8.16.0000
3996,0074595-67.2024.8.16.0014
3997,0107857-16.2025.8.16.0000
3998,0001132-93.2025.8.16.0067
3999,0007540-23.2014.8.16.0185
4000,0002277-49.2022.8.16.0049
4001,0010209-19.2025.8.16.0038
4002,0000589-68.2022.8.16.0076
4003,0012301-09.2021.8.16.0038
4004,0000783-61.2013.8.16.0051
4005,0011393-30.2022.8.16.0033
4006,0015553-95.2024.8.16.0173
4007,0096440-66.2025.8.16.0000
4008,0035478-20.2025.8.16.0019
4009,0002057-44.2025.8.16.0179
4010,0106782-39.2025.8.16.0000
4011,0019370-28.2025.8.16.0014
4012,0096723-89.2025.8.16.0000
4013,0094118-73.2025.8.16.0000
4014,0080265-94.2025.8.16.0000
4015,0085933-46.2025.8.16.0000
4016,0063903-17.2025.8.16.0000
4017,0019100-04.2025.8.16.0014
4018,0054499-94.2025.8.16.0014
4019,0080911-07.2025.8.16.0000
4020,0014216-63.2024.8.16.0014
4021,0108312-78.2025.8.16.0000
4022,0092492-19.2025.8.16.0000
4023,0007300-09.2025.8.16.0004
4024,0086697-24.2024.8.16.0014
4025,0030042-81.2024.8.16.0030
4026,0047354-29.2025.8.16.0000
4027,0055324-72.2024.8.16.0014
4028,0010720-86.2019.8.16.0083
4029,0025061-65.2025.8.16.0000
4030,0121205-04.2025.8.16.0000
4031,0098005-65.2025.8.16.0000
4032,0091918-93.2025.8.16.0000
4033,0091904-12.2025.8.16.0000
4034,0031684-94.2025.8.16.0017
4035,0004722-06.2023.8.16.0146
4036,0045150-43.2024.8.16.0001
4037,0010200-51.2024.8.16.0019
4038,0004000-19.2023.8.16.0001
4039,0079209-26.2025.8.16.0000
4040,0095676-80.2025.8.16.0000
4041,0002805-27.2024.8.16.0045
4042,0100917-35.2025.8.16.0000
4043,0103928-72.2025.8.16.0000
4044,0013054-07.2025.8.16.0173
4045,0006967-31.2024.8.16.0024
4046,0015237-94.2022.8.16.0030
4047,0123894-21.2025.8.16.0000
4048,0072435-35.2025.8.16.0014
4049,0095698-41.2025.8.16.0000
4050,0020316-88.2025.8.16.0017
4051,0000011-07.2024.8.16.0086
4052,0110674-24.2023.8.16.0000
4053,0078028-87.2025.8.16.0000
4054,0000337-23.2018.8.16.0103
4055,0001494-07.2023.8.16.0119
4056,0015064-58.2025.8.16.0000
4057,0057415-80.2024.8.16.0000
4058,0011305-08.2025.8.16.0026
4059,0015475-04.2024.8.16.0173
4060,0010392-65.2025.8.16.0013
4061,0004228-59.2021.8.16.0196
4062,0002918-17.2024.8.16.0033
4063,0000568-57.2025.8.16.0086
4064,0002535-17.2024.8.16.0105
4065,0012573-17.2019.8.16.0056
4066,0093740-20.2025.8.16.0000
4067,0085707-41.2025.8.16.0000
4068,0071354-64.2023.8.16.0000
4069,0080746-57.2025.8.16.0000
4070,0108145-61.2025.8.16.0000
4071,0098358-08.2025.8.16.0000
4072,0016768-93.2014.8.16.0129
4073,0003220-25.2019.8.16.0129
4074,0100680-98.2025.8.16.0000
4075,0091951-83.2025.8.16.0000
4076,0009755-33.2020.8.16.0129
4077,0003088-60.2022.8.16.0129
4078,0093947-19.2025.8.16.0000
4079,4004565-79.2025.8.16.4321
4080,0019337-51.2024.8.16.0021
4081,0027634-76.2025.8.16.0000
4082,0062098-84.2025.8.16.0014
4083,0003509-84.2021.8.16.0129
4084,0093308-98.2025.8.16.0000
4085,0013394-70.2025.8.16.0004
4086,0115142-60.2025.8.16.0000
4087,0079999-10.2025.8.16.0000
4088,0038133-22.2025.8.16.0000
4089,4000734-92.2025.8.16.0030
4090,0066563-81.2025.8.16.0000
4091,0000018-26.2021.8.16.0111
4092,0000749-60.2023.8.16.0108
4093,4000993-38.2025.8.16.0014
4094,0006957-42.2023.8.16.0017
4095,0002740-42.2025.8.16.0192
4096,0073550-36.2025.8.16.0000
4097,0009239-05.2023.8.16.0033
4098,0001100-71.2025.8.16.0202
4099,0000291-91.2024.8.16.0113
4100,0013174-13.2024.8.16.0035
4101,0004914-64.2024.8.16.0190
4102,0006719-71.2023.8.16.0098
4103,0007079-50.2022.8.16.0030
4104,0101157-24.2025.8.16.0000
4105,0076799-92.2025.8.16.0000
4106,0107579-15.2025.8.16.0000
4107,0091822-78.2025.8.16.0000
4108,4001453-71.2025.8.16.0031
4109,0056568-36.2024.8.16.0014
4110,0037465-96.2022.8.16.0019
4111,4000203-61.2025.8.16.0044
4112,0028951-19.2025.8.16.0030
4113,0013556-88.2023.8.16.0019
4114,4004652-35.2025.8.16.4321
4115,0105413-10.2025.8.16.0000
4116,0002328-48.2024.8.16.0095
4117,0019133-28.2025.8.16.0035
4118,0000862-78.2024.8.16.0043
4119,0006572-78.2016.8.16.0037
4120,0001304-67.2018.8.16.0168
4121,0031777-08.2025.8.16.0001
4122,0099097-78.2025.8.16.0000
4123,0002262-10.2024.8.16.0179
4124,0000828-32.2024.8.16.0196
4125,0016958-30.2025.8.16.0013
4126,0138800-16.2025.8.16.0000
4127,0065112-21.2025.8.16.0000
4128,0034670-49.2024.8.16.0019
4129,0008567-57.2024.8.16.0034
4130,0002469-62.2024.8.16.0129
4131,0078867-07.2024.8.16.0014
4132,0000211-51.2025.8.16.0030
4133,0079446-60.2025.8.16.0000
4134,0007669-62.2024.8.16.0028
4135,0000221-74.2017.8.16.0160
4136,0004122-30.2023.8.16.0131
4137,0005494-73.2019.8.16.0189
4138,0117884-58.2025.8.16.0000
4139,0031607-85.2025.8.16.0017
4140,0002514-13.2025.8.16.0103
4141,0011019-69.2025.8.16.0013
4142,4000085-62.2025.8.16.0181
4143,0009587-47.2018.8.16.0017
4144,0015880-86.2025.8.16.0017
4145,0088476-22.2025.8.16.0000
4146,0111756-22.2025.8.16.0000
4147,0000352-91.2024.8.16.0099
4148,0083626-22.2025.8.16.0000
4149,0110304-74.2025.8.16.0000
4150,0001930-19.2025.8.16.0014
4151,0007072-51.2025.8.16.0160
4152,4000998-09.2025.8.16.0031
4153,0005975-06.2025.8.16.0131
4154,0014117-72.2022.8.16.0173
4155,0057920-42.2022.8.16.0000
4156,0080295-32.2025.8.16.0000
4157,0008913-22.2023.8.16.0170
4158,0016030-23.2022.8.16.0001
4159,0060215-47.2025.8.16.0000
4160,0068842-40.2025.8.16.0000
4161,0059014-20.2025.8.16.0000
4162,0004008-30.2021.8.16.0077
4163,0004520-40.2024.8.16.0034
4164,0003520-08.2024.8.16.0033
4165,0073266-28.2025.8.16.0000
4166,0067239-29.2025.8.16.0000
4167,0008580-25.2025.8.16.0130
4168,0112292-33.2025.8.16.0000
4169,4000848-31.2025.8.16.0030
4170,0117885-43.2025.8.16.0000
4171,0000094-44.2005.8.16.0068
4172,0006976-40.2024.8.16.0170
4173,0014773-63.2019.8.16.0034
4174,0001579-85.2024.8.16.0174
4175,0004891-67.2025.8.16.0034
4176,0074230-13.2024.8.16.0014
4177,0084107-82.2025.8.16.0000
4178,0065204-96.2025.8.16.0000
4179,0071300-30.2025.8.16.0000
4180,0024698-78.2025.8.16.0000
4181,0130365-87.2024.8.16.0000
4182,0006704-72.2020.8.16.0045
4183,0102933-59.2025.8.16.0000
4184,0053278-47.2023.8.16.0014
4185,0009499-84.2023.8.16.0194
4186,0031169-47.2025.8.16.0021
4187,0001895-10.2025.8.16.0095
4188,0010891-32.2018.8.16.0001
4189,0063106-41.2025.8.16.0000
4190,0001321-42.2008.8.16.0043
4191,0114905-60.2024.8.16.0000
4192,0003765-71.2021.8.16.0179
4193,0111390-80.2025.8.16.0000
4194,0092291-27.2025.8.16.0000
4195,0001390-23.2024.8.16.0202
4196,0022070-11.2025.8.16.0035
4197,0001864-53.2024.8.16.0053
4198,0083663-49.2025.8.16.0000
4199,0006752-31.2024.8.16.0129
4200,0007282-07.2022.8.16.0064
4201,0023821-41.2025.8.16.0000
4202,0001614-74.2021.8.16.0166
4203,0001808-77.2025.8.16.0055
4204,0091223-42.2025.8.16.0000
4205,0004757-38.2022.8.16.0004
4206,0081159-70.2025.8.16.0000
4207,0020313-87.2025.8.16.0000
4208,0094854-91.2025.8.16.0000
4209,0070612-68.2025.8.16.0000
4210,0116686-83.2025.8.16.0000
4211,0043229-49.2024.8.16.0001
4212,0003907-40.2025.8.16.0113
4213,0031833-22.2023.8.16.0030
4214,0071416-36.2025.8.16.0000
4215,0008641-82.2025.8.16.0000
4216,0003766-50.2023.8.16.0126
4217,0063895-40.2025.8.16.0000
4218,0071362-70.2025.8.16.0000
4219,0085296-95.2025.8.16.0000
4220,0068256-03.2025.8.16.0000
4221,0082300-27.2025.8.16.0000
4222,0002355-87.2024.8.16.0044
4223,0006525-46.2025.8.16.0019
4224,0070936-58.2025.8.16.0000
4225,0070946-05.2025.8.16.0000
4226,0038523-89.2025.8.16.0000
4227,0001930-78.2020.8.16.0148
4228,0009449-31.2024.8.16.0030
4229,0053270-36.2024.8.16.0014
4230,0071675-31.2025.8.16.0000
4231,0004548-91.2023.8.16.0050
4232,0070584-03.2025.8.16.0000
4233,0001474-60.2025.8.16.0114
4234,0073185-79.2025.8.16.0000
4235,0004750-21.2023.8.16.0098
4236,0005385-66.2024.8.16.0130
4237,0076763-50.2025.8.16.0000
4238,0070157-06.2025.8.16.0000
4239,0081400-36.2024.8.16.0014
4240,0070105-10.2025.8.16.0000
4241,0067876-77.2025.8.16.0000
4242,0084681-08.2025.8.16.0000
4243,0073060-14.2025.8.16.0000
4244,0021961-12.2025.8.16.0030
4245,0004353-25.2024.8.16.0098
4246,0012370-14.2025.8.16.0131
4247,0084469-84.2025.8.16.0000
4248,0004459-50.2025.8.16.0098
4249,0119466-93.2025.8.16.0000
4250,0007226-08.2025.8.16.0148
4251,0057135-04.2023.8.16.0014
4252,0000208-45.2011.8.16.0141
4253,0099231-08.2025.8.16.0000
4254,0013057-81.2025.8.16.0004
4255,0078726-93.2025.8.16.0000
4256,0000217-66.2024.8.16.0168
4257,0009239-58.2025.8.16.0025
4258,0003254-87.2018.8.16.0079
4259,0041705-83.2025.8.16.0000
4260,0002144-04.2025.8.16.0210
4261,0087606-74.2025.8.16.0000
4262,0014065-71.2025.8.16.0173
4263,0021349-71.2025.8.16.0031
4264,0011316-42.2015.8.16.0170
4265,0032709-79.2024.8.16.0017
4266,0000672-44.2015.8.16.0104
4267,0115498-55.2025.8.16.0000
4268,0023394-44.2025.8.16.0000
4269,0079812-57.2025.8.16.0014
4270,0026183-62.2025.8.16.0017
4271,0030455-02.2025.8.16.0017
4272,0002359-52.2011.8.16.0086
4273,0017246-63.2025.8.16.0017
4274,0002021-19.2025.8.16.0044
4275,0062318-27.2025.8.16.0000
4276,0038684-02.2025.8.16.0000
4277,0129667-47.2025.8.16.0000
4278,0007149-24.2025.8.16.0075
4279,0001388-30.2023.8.16.0124
4280,0077127-77.2025.8.16.0014
4281,0128864-64.2025.8.16.0000
4282,0058563-92.2025.8.16.0000
4283,0107125-35.2025.8.16.0000
4284,0000858-96.2008.8.16.0109
4285,0029852-77.2025.8.16.0000
4286,0066173-14.2025.8.16.0000
4287,0007977-39.2025.8.16.0004
4288,0115499-74.2024.8.16.0000
4289,0017092-96.2025.8.16.0194
4290,0056144-02.2025.8.16.0000
4291,0013445-93.2025.8.16.0000
4292,0009584-58.2024.8.16.0025
4293,0070583-18.2025.8.16.0000
4294,0003037-94.2009.8.16.0035
4295,0003157-83.2024.8.16.0174
4296,0003516-35.2022.8.16.0196
4297,0001169-37.2018.8.16.0077
4298,4001105-56.2025.8.16.0030
4299,0112165-95.2025.8.16.0000
4300,0003278-03.2019.8.16.0202
4301,0094927-63.2025.8.16.0000
4302,0081291-30.2025.8.16.0000
4303,0104517-64.2025.8.16.0000
4304,0008494-17.2025.8.16.0013
4305,0000859-21.2025.8.16.0098
4306,0005565-71.2025.8.16.0090
4307,0098975-65.2025.8.16.0000
4308,0105173-21.2025.8.16.0000
4309,0002633-37.2025.8.16.0179
4310,0073918-45.2025.8.16.0000
4311,0006309-85.2025.8.16.0019
4312,0000554-81.2020.8.16.0140
4313,0001387-85.2009.8.16.0043
4314,0090790-38.2025.8.16.0000
4315,0084019-75.2020.8.16.0014
4316,0113956-02.2025.8.16.0000
4317,0106858-63.2025.8.16.0000
4318,0086353-51.2025.8.16.0000
4319,0064741-15.2025.8.16.0014
4320,0011874-29.2024.8.16.0160
4321,0007620-52.2020.8.16.0160
4322,0009977-34.2022.8.16.0160
4323,0118317-62.2025.8.16.0000
4324,0007896-64.2008.8.16.0173
4325,0113509-14.2025.8.16.0000
4326,0000481-87.2024.8.16.0102
4327,0126176-32.2025.8.16.0000
4328,0014492-63.2025.8.16.0013
4329,0086035-68.2025.8.16.0000
4330,0035153-31.2023.8.16.0014
4331,0125597-84.2025.8.16.0000
4332,0031303-67.2025.8.16.0185
4333,0089681-86.2025.8.16.0000
4334,0013859-91.2025.8.16.0194
4335,0072640-09.2025.8.16.0000
4336,0001181-03.2018.8.16.0190
4337,0000293-39.2025.8.16.0206
4338,0001403-54.2013.8.16.0122
4339,0126513-21.2025.8.16.0000
4340,0002813-67.2025.8.16.0045
4341,0093311-53.2025.8.16.0000
4342,0056016-79.2025.8.16.0000
4343,0016122-57.2025.8.16.0013
4344,0002005-10.2025.8.16.0127
4345,0113463-25.2025.8.16.0000
4346,0030246-91.2025.8.16.0030
4347,0113487-53.2025.8.16.0000
4348,0008780-97.2023.8.16.0131
4349,0006392-98.2025.8.16.0117
4350,0001652-13.2022.8.16.0082
4351,0004157-63.2025.8.16.0084
4352,0000798-41.2023.8.16.0128
4353,0005508-32.2025.8.16.0097
4354,0003255-36.2025.8.16.0141
4355,0004448-66.2025.8.16.0083
4356,0035870-46.2023.8.16.0013
4357,0001576-02.2023.8.16.0131
4358,0001471-16.2023.8.16.0134
4359,0108825-46.2025.8.16.0000
4360,0009273-49.2024.8.16.0031
4361,0001785-52.2021.8.16.0159
4362,0001725-15.2025.8.16.0038
4363,0015775-24.2025.8.16.0013
4364,0002472-30.2023.8.16.0039
4365,0004877-34.2019.8.16.0086
4366,0008464-34.2023.8.16.0083
4367,0002599-90.2022.8.16.0139
4368,0001934-34.2025.8.16.0086
4369,0003488-25.2025.8.16.0079
4370,0001018-78.2025.8.16.0060
4371,0030487-07.2011.8.16.0014
4372,0021725-96.2021.8.16.0031
4373,0125723-37.2025.8.16.0000
4374,0018459-89.2024.8.16.0001
4375,0118604-25.2025.8.16.0000
4376,0005492-91.2020.8.16.0117
4377,0005513-57.2024.8.16.0075
4378,0063705-35.2025.8.16.0014
4379,0000772-43.2024.8.16.0052
4380,0145033-29.2025.8.16.0000
4381,0006090-09.2020.8.16.0129
4382,0105204-41.2025.8.16.0000
4383,0003837-45.2022.8.16.0075
4384,0122814-22.2025.8.16.0000
4385,0011441-41.2025.8.16.0014
4386,0025458-15.2021.8.16.0017
4387,0036193-62.2025.8.16.0019
4388,0014752-24.2021.8.16.0000
4389,0098077-52.2025.8.16.0000
4390,0003415-49.2025.8.16.0048
4391,4005117-44.2025.8.16.4321
4392,0005998-53.2024.8.16.0044
4393,0109980-84.2025.8.16.0000
4394,4000183-33.2025.8.16.0024
4395,0025574-50.2023.8.16.0017
4396,0000899-91.2022.8.16.0038
4397,0067236-74.2025.8.16.0000
4398,0135857-26.2025.8.16.0000
4399,0122843-72.2025.8.16.0000
4400,0012713-03.2021.8.16.0017
4401,0081117-76.2025.8.16.0014
4402,0124781-05.2025.8.16.0000
4403,0010882-92.2025.8.16.0173
4404,0004332-62.2025.8.16.0050
4405,0005887-89.2025.8.16.0123
4406,0036114-40.2025.8.16.0001
4407,0016410-05.2025.8.16.0013
4408,0006456-68.2021.8.16.0014
4409,0003152-49.2024.8.16.0081
4410,0111671-36.2025.8.16.0000
4411,0002071-31.2024.8.16.0060
4412,0038315-82.2024.8.16.0019
4413,0018671-83.2025.8.16.0031
4414,0001406-20.2024.8.16.0123
4415,0000680-75.2025.8.16.0102
4416,0037416-17.2025.8.16.0030
4417,0002797-55.2020.8.16.0024
4418,0079638-48.2025.8.16.0014
4419,0111865-36.2025.8.16.0000
4420,0010614-14.2024.8.16.0160
4421,0115594-70.2025.8.16.0000
4422,0117205-58.2025.8.16.0000
4423,0026390-32.2023.8.16.0017
4424,0051030-82.2025.8.16.0000
4425,0004178-39.2025.8.16.0084
4426,0017700-55.2025.8.16.0013
4427,0017024-10.2025.8.16.0013
4428,0123002-49.2024.8.16.0000
4429,0100894-89.2025.8.16.0000
4430,0011204-88.2024.8.16.0160
4431,0000019-70.2023.8.16.0004
4432,0002763-98.2025.8.16.0026
4433,0036113-58.2025.8.16.0000
4434,0002235-13.2022.8.16.0174
4435,0111687-87.2025.8.16.0000
4436,0000651-33.2022.8.16.0101
4437,0054772-18.2025.8.16.0000
4438,0023433-58.2023.8.16.0017
4439,0000846-93.2024.8.16.0021
4440,0007662-83.2025.8.16.0174
4441,0101665-67.2025.8.16.0000
4442,0112592-92.2025.8.16.0000
4443,0018316-57.2021.8.16.0017
4444,0007610-98.2020.8.16.0033
4445,0002804-90.2024.8.16.0126
4446,0011871-74.2024.8.16.0160
4447,0135467-56.2025.8.16.0000
4448,0000209-86.2024.8.16.0072
4449,0010081-12.2024.8.16.0045
4450,0000076-95.2025.8.16.0173
4451,0044944-87.2024.8.16.0014
4452,0098803-26.2025.8.16.0000
4453,0107245-78.2025.8.16.0000
4454,0016182-61.2024.8.16.0014
4455,0000833-05.2024.8.16.0083
4456,0103026-22.2025.8.16.0000
4457,0013194-58.2020.8.16.0030
4458,0000857-47.2025.8.16.0164
4459,0101949-75.2025.8.16.0000
4460,0016434-33.2025.8.16.0013
4461,0011515-59.2025.8.16.0026
4462,0008524-23.2024.8.16.0131
4463,0099225-98.2025.8.16.0000
4464,0088372-30.2025.8.16.0000
4465,0128638-59.2025.8.16.0000
4466,0107783-59.2025.8.16.0000
4467,0000197-62.2025.8.16.0161
4468,0103690-53.2025.8.16.0000
4469,0001698-37.2023.8.16.0156
4470,0086788-25.2025.8.16.0000
4471,0069563-89.2025.8.16.0000
4472,0002154-39.2022.8.16.0150
4473,0012801-57.2021.8.16.0044
4474,0024456-94.2019.8.16.0044
4475,0113709-55.2024.8.16.0000
4476,0104842-39.2025.8.16.0000
4477,0061543-67.2025.8.16.0014
4478,0043352-16.2025.8.16.0000
4479,0019913-73.2025.8.16.0000
4480,0000291-62.2022.8.16.0113
4481,0108220-03.2025.8.16.0000
4482,0045754-70.2025.8.16.0000
4483,0007284-03.2023.8.16.0044
4484,0002924-25.2025.8.16.0086
4485,0007188-23.2023.8.16.0194
4486,0000883-82.2016.8.16.0189
4487,0012921-84.2021.8.16.0017
4488,0011834-81.2020.8.16.0194
4489,0119205-31.2025.8.16.0000
4490,0001021-64.2025.8.16.0179
4491,0011405-96.2025.8.16.0014
4492,0134348-60.2025.8.16.0000
4493,0007111-73.2022.8.16.0024
4494,0078708-72.2025.8.16.0000
4495,0121694-41.2025.8.16.0000
4496,0005020-14.2018.8.16.0165
4497,0003724-14.2018.8.16.0146
4498,0003067-54.2024.8.16.0084
4499,0099061-36.2025.8.16.0000
4500,0012042-14.2025.8.16.0025
4501,0001420-95.2024.8.16.0028
4502,0001734-07.2023.8.16.0180
4503,0002042-87.2024.8.16.0154
4504,0105013-93.2025.8.16.0000
4505,0001237-67.2022.8.16.0102
4506,0016909-58.2023.8.16.0045
4507,0103261-86.2025.8.16.0000
4508,0097801-21.2025.8.16.0000
4509,0024355-39.2013.8.16.0021
4510,0109719-22.2025.8.16.0000
4511,0135921-36.2025.8.16.0000
4512,0001852-26.2025.8.16.0143
4513,0001631-44.2016.8.16.0083
4514,0005720-54.2025.8.16.0129
4515,0005068-77.2025.8.16.0148
4516,0010900-55.2022.8.16.0194
4517,0032800-86.2025.8.16.0001
4518,0000273-86.2024.8.16.0043
4519,0000894-35.2025.8.16.0080
4520,0009029-80.2025.8.16.0033
4521,0110286-53.2025.8.16.0000
4522,0003984-38.2024.8.16.0031
4523,0115865-79.2025.8.16.0000
4524,0107705-65.2025.8.16.0000
4525,0130865-22.2025.8.16.0000
4526,0128611-76.2025.8.16.0000
4527,0097692-07.2025.8.16.0000
4528,0006865-37.2025.8.16.0165
4529,0048646-83.2025.8.16.0021
4530,0113634-79.2025.8.16.0000
4531,0045100-83.2025.8.16.0000
4532,4001594-90.2025.8.16.0031
4533,0001332-60.2022.8.16.0082
4534,0017568-41.2025.8.16.0031
4535,0002106-82.2024.8.16.0062
4536,0009411-36.2021.8.16.0026
4537,0006505-46.2024.8.16.0001
4538,0032804-29.2025.8.16.0000
4539,0095315-63.2025.8.16.0000
4540,0017218-32.2024.8.16.0017
4541,0004420-42.2024.8.16.0210
4542,0019775-60.2022.8.16.0017
4543,0009631-82.2024.8.16.0170
4544,0099499-62.2025.8.16.0000
4545,0001946-16.2024.8.16.0108
4546,0001569-76.2025.8.16.0151
4547,0026588-54.2022.8.16.0001
4548,0001758-10.2022.8.16.0038
4549,0013607-17.2023.8.16.0014
4550,0073235-08.2025.8.16.0000
4551,0102822-75.2025.8.16.0000
4552,0001885-66.2024.8.16.0170
4553,0061735-42.2025.8.16.0000
4554,0024024-03.2025.8.16.0000
4555,0013821-20.2020.8.16.0044
4556,0005046-94.2025.8.16.0123
4557,0001375-83.2024.8.16.0160
4558,0106712-22.2025.8.16.0000
4559,0039085-27.2023.8.16.0014
