pagina,num_registros_ok,id_chunk,timestamp
9,1,1,2026-01-08T06:53:09.958628
6,11,1,2026-01-08T06:53:10.392252
8,11,1,2026-01-08T06:53:10.605719
7,21,1,2026-01-08T06:53:11.013032
2,29,1,2026-01-08T06:53:13.367547
3,44,1,2026-01-08T06:53:14.029178
5,32,1,2026-01-08T06:53:14.524030
4,39,1,2026-01-08T06:53:16.218953
1,43,1,2026-01-08T06:53:16.544926
13,0,0,2026-01-08T06:53:16.588942
10,41,1,2026-01-08T06:53:16.829106
12,0,0,2026-01-08T06:53:16.902114
11,33,1,2026-01-08T06:53:17.012352
14,22,1,2026-01-08T06:53:17.495034
17,0,0,2026-01-08T06:53:24.661685
20,0,0,2026-01-08T06:53:24.671169
15,38,1,2026-01-08T06:53:30.133240
18,38,1,2026-01-08T06:53:30.534071
16,43,1,2026-01-08T06:53:32.593441
22,46,1,2026-01-08T06:53:33.183303
21,50,1,2026-01-08T06:53:35.296859
19,50,1,2026-01-08T06:53:36.824318
23,46,1,2026-01-08T06:53:37.461413
24,49,1,2026-01-08T06:53:37.686610
25,49,1,2026-01-08T06:53:38.354419
26,49,1,2026-01-08T06:53:38.742059
35,1,1,2026-01-08T06:53:43.784559
33,0,0,2026-01-08T06:53:43.888931
34,0,0,2026-01-08T06:53:44.052117
32,21,1,2026-01-08T06:53:44.462391
29,49,1,2026-01-08T06:53:56.462010
40,0,0,2026-01-08T06:53:56.682431
38,0,0,2026-01-08T06:53:56.786585
39,1,1,2026-01-08T06:53:57.014869
30,47,1,2026-01-08T06:53:59.604167
36,46,1,2026-01-08T06:54:00.677632
41,0,0,2026-01-08T06:54:01.186118
44,0,0,2026-01-08T06:54:01.483815
42,0,0,2026-01-08T06:54:01.653111
28,49,1,2026-01-08T06:54:02.436119
31,50,2,2026-01-08T06:54:03.302067
37,30,2,2026-01-08T06:54:03.323222
43,2,2,2026-01-08T06:54:03.396390
27,48,2,2026-01-08T06:54:03.470486
46,0,0,2026-01-08T06:54:03.689334
45,1,2,2026-01-08T06:54:03.861216
47,2,2,2026-01-08T06:54:03.995355
48,6,2,2026-01-08T06:54:04.408028
50,41,2,2026-01-08T06:54:09.430699
49,49,2,2026-01-08T06:54:11.517334
54,49,2,2026-01-08T06:54:12.248689
56,13,2,2026-01-08T06:54:12.292722
53,49,2,2026-01-08T06:54:12.598917
62,0,0,2026-01-08T06:54:12.860383
61,0,0,2026-01-08T06:54:12.905930
52,50,2,2026-01-08T06:54:14.403601
51,50,2,2026-01-08T06:54:14.826566
55,40,2,2026-01-08T06:54:17.550035
57,50,2,2026-01-08T06:54:22.312417
58,50,2,2026-01-08T06:54:22.648502
64,48,2,2026-01-08T06:54:22.832986
65,49,2,2026-01-08T06:54:23.059166
63,50,2,2026-01-08T06:54:23.938579
66,50,2,2026-01-08T06:54:29.987541
60,49,2,2026-01-08T06:54:30.453029
67,50,2,2026-01-08T06:54:31.622054
59,50,2,2026-01-08T06:54:31.722093
70,43,2,2026-01-08T06:54:35.191388
71,48,2,2026-01-08T06:54:36.535377
73,40,2,2026-01-08T06:54:37.403099
69,50,2,2026-01-08T06:54:38.059724
72,49,2,2026-01-08T06:54:40.671371
68,50,3,2026-01-08T06:54:41.713546
75,49,3,2026-01-08T06:54:47.587818
76,50,3,2026-01-08T06:54:48.622420
78,50,3,2026-01-08T06:54:48.904550
77,50,3,2026-01-08T06:54:49.669521
74,50,3,2026-01-08T06:54:49.967749
79,50,3,2026-01-08T06:54:52.285393
80,50,3,2026-01-08T06:54:58.332246
81,50,3,2026-01-08T06:54:59.674518
86,25,3,2026-01-08T06:54:59.704777
84,50,3,2026-01-08T06:55:02.283637
85,50,3,2026-01-08T06:55:02.953934
90,0,0,2026-01-08T06:55:04.204976
87,49,3,2026-01-08T06:55:10.964984
83,50,3,2026-01-08T06:55:11.017953
82,50,3,2026-01-08T06:55:12.942127
88,50,3,2026-01-08T06:55:13.072337
93,50,3,2026-01-08T06:55:23.001493
94,50,3,2026-01-08T06:55:24.820734
89,50,3,2026-01-08T06:55:26.796936
95,50,3,2026-01-08T06:55:29.995358
91,49,4,2026-01-08T06:55:31.197046
92,50,4,2026-01-08T06:55:31.451651
97,50,4,2026-01-08T06:55:32.790005
96,50,4,2026-01-08T06:55:32.910475
98,49,4,2026-01-08T06:55:37.749039
99,50,4,2026-01-08T06:55:38.610339
101,49,4,2026-01-08T06:55:39.268141
100,50,4,2026-01-08T06:55:39.950289
105,50,4,2026-01-08T06:55:47.616510
104,50,4,2026-01-08T06:55:49.628770
102,50,4,2026-01-08T06:55:49.711025
106,50,4,2026-01-08T06:55:49.803212
103,50,4,2026-01-08T06:55:50.047483
107,49,4,2026-01-08T06:55:50.167739
108,49,4,2026-01-08T06:55:54.272365
111,50,4,2026-01-08T06:55:54.358603
110,50,4,2026-01-08T06:55:55.236637
109,50,4,2026-01-08T06:55:55.607399
112,49,5,2026-01-08T06:56:02.126752
120,0,0,2026-01-08T06:56:02.160017
121,2,5,2026-01-08T06:56:02.481333
119,24,5,2026-01-08T06:56:04.503106
114,50,5,2026-01-08T06:56:09.346688
113,50,5,2026-01-08T06:56:09.746514
115,44,5,2026-01-08T06:56:09.926482
116,50,5,2026-01-08T06:56:10.206132
117,48,5,2026-01-08T06:56:10.361096
118,50,5,2026-01-08T06:56:11.920343
128,0,0,2026-01-08T06:56:14.794051
125,0,0,2026-01-08T06:56:14.919755
122,8,5,2026-01-08T06:56:15.832427
124,50,5,2026-01-08T06:56:19.452552
134,14,5,2026-01-08T06:56:20.850730
123,50,5,2026-01-08T06:56:21.080232
133,24,5,2026-01-08T06:56:22.139319
127,50,5,2026-01-08T06:56:27.049230
138,0,0,2026-01-08T06:56:28.200252
137,2,5,2026-01-08T06:56:28.543617
132,50,5,2026-01-08T06:56:32.878443
129,50,5,2026-01-08T06:56:33.042891
131,50,5,2026-01-08T06:56:33.483971
141,0,0,2026-01-08T06:56:34.344746
130,50,5,2026-01-08T06:56:34.515807
139,0,0,2026-01-08T06:56:34.524644
126,49,5,2026-01-08T06:56:34.530096
135,48,5,2026-01-08T06:56:35.700383
140,7,5,2026-01-08T06:56:36.321736
136,46,5,2026-01-08T06:56:36.376137
142,30,5,2026-01-08T06:56:38.660627
144,50,5,2026-01-08T06:56:42.138936
143,50,6,2026-01-08T06:56:43.098727
153,0,0,2026-01-08T06:56:45.973099
146,50,6,2026-01-08T06:56:52.526777
148,50,6,2026-01-08T06:56:52.585438
145,50,6,2026-01-08T06:56:52.740935
152,31,6,2026-01-08T06:56:53.808722
147,50,6,2026-01-08T06:56:54.039429
150,50,6,2026-01-08T06:57:00.964512
151,50,6,2026-01-08T06:57:01.982795
149,50,6,2026-01-08T06:57:02.269119
154,48,6,2026-01-08T06:57:02.474515
155,50,6,2026-01-08T06:57:11.679143
160,50,6,2026-01-08T06:57:13.259740
158,50,6,2026-01-08T06:57:13.453193
159,50,6,2026-01-08T06:57:14.313640
156,49,6,2026-01-08T06:57:14.585947
157,50,6,2026-01-08T06:57:14.771274
161,49,6,2026-01-08T06:57:21.248945
163,49,6,2026-01-08T06:57:21.408651
162,50,6,2026-01-08T06:57:21.632016
170,0,0,2026-01-08T06:57:22.112178
164,50,6,2026-01-08T06:57:23.005522
165,50,7,2026-01-08T06:57:36.673168
175,6,7,2026-01-08T06:57:37.143327
168,31,7,2026-01-08T06:57:38.935543
176,25,7,2026-01-08T06:57:50.248477
166,50,7,2026-01-08T06:57:52.783751
174,50,7,2026-01-08T06:57:53.136437
171,49,7,2026-01-08T06:57:53.208876
181,0,0,2026-01-08T06:57:55.110024
172,50,7,2026-01-08T06:57:55.408388
173,50,7,2026-01-08T06:57:56.021972
169,50,7,2026-01-08T06:57:57.029709
167,50,7,2026-01-08T06:57:57.058975
177,50,7,2026-01-08T06:57:57.504522
180,22,7,2026-01-08T06:57:59.837301
178,50,7,2026-01-08T06:58:00.113433
179,50,7,2026-01-08T06:58:01.483394
182,50,7,2026-01-08T06:58:03.160237
185,50,7,2026-01-08T06:58:06.033046
183,50,7,2026-01-08T06:58:10.526962
184,50,7,2026-01-08T06:58:10.662976
191,50,7,2026-01-08T06:58:13.635294
186,50,7,2026-01-08T06:58:16.177720
190,50,7,2026-01-08T06:58:19.894711
188,50,7,2026-01-08T06:58:20.617100
189,50,8,2026-01-08T06:58:20.674920
192,50,8,2026-01-08T06:58:20.767768
187,50,8,2026-01-08T06:58:20.882314
195,47,8,2026-01-08T06:58:26.574761
197,50,8,2026-01-08T06:58:28.335677
196,49,8,2026-01-08T06:58:28.356578
194,50,8,2026-01-08T06:58:29.198023
193,50,8,2026-01-08T06:58:29.384075
199,0,0,2026-01-08T06:58:29.670561
201,2,8,2026-01-08T06:58:39.258725
200,3,8,2026-01-08T06:58:39.282706
202,24,8,2026-01-08T06:58:41.007872
205,47,8,2026-01-08T06:58:47.139164
203,37,8,2026-01-08T06:58:48.927307
207,45,8,2026-01-08T06:58:50.140586
198,48,8,2026-01-08T06:58:50.149985
204,47,8,2026-01-08T06:58:50.724322
206,49,8,2026-01-08T06:58:51.522760
208,48,8,2026-01-08T06:58:53.011527
215,1,8,2026-01-08T06:58:57.030149
216,3,8,2026-01-08T06:58:58.723510
209,49,8,2026-01-08T06:59:00.290356
210,50,8,2026-01-08T06:59:00.654653
214,24,8,2026-01-08T06:59:01.249712
211,50,8,2026-01-08T06:59:02.351329
217,13,8,2026-01-08T06:59:02.992304
212,47,8,2026-01-08T06:59:06.204087
213,49,9,2026-01-08T06:59:08.436712
218,50,9,2026-01-08T06:59:09.151432
224,46,9,2026-01-08T06:59:16.350709
225,46,9,2026-01-08T06:59:20.280319
221,47,9,2026-01-08T06:59:20.603330
223,50,9,2026-01-08T06:59:20.879562
229,0,0,2026-01-08T06:59:21.519224
220,50,9,2026-01-08T06:59:22.178894
219,50,9,2026-01-08T06:59:22.850003
